@relation 'bookkeeperdataset-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 16 -O-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute Buggy=YES numeric
@attribute AVG_LOC numeric
@attribute LOC_added numeric
@attribute NAuth numeric
@attribute NFix numeric
@attribute NR numeric
@attribute LOC_touched numeric
@attribute MAX_LOC numeric
@attribute Churn numeric
@attribute WeightedAge numeric
@attribute MAX_Churn numeric
@attribute Age numeric
@attribute AVG_ChgSet numeric
@attribute MAX_ChgSets numeric
@attribute ChgSetSize numeric
@attribute AVG_Churn numeric
@attribute LOC numeric

@data
0.183609,103.673802,90.851841,1.186563,0.001429,0.628759,136.058437,90.851841,45.645246,-17.748343,34.586614,-5.729527,32.286116,35.608821,38.388251,9.736258,28.729829
0.1841,80.553523,61.403351,1.187433,0.001461,0.626624,96.623638,61.403351,26.183064,-17.729478,12.762885,-5.669895,32.306821,35.524693,37.996947,-5.734297,-3.369477
0.184165,77.470819,57.476886,1.187549,0.001465,0.62634,91.365665,57.476886,23.588106,-17.726962,9.853055,-5.661944,32.309581,35.513476,37.944773,-7.797038,-7.649384
0.182857,139.124897,136.006193,1.185229,0.00138,0.632033,196.525127,136.006193,75.487259,-17.777271,68.049664,-5.820963,32.254368,35.737816,38.988252,33.457776,77.948764
0.192069,113.532941,114.385686,2.087947,0.001783,0.629345,133.36879,114.385686,95.402581,-6.189679,93.742194,25.117182,54.493235,65.893172,88.175014,50.576926,36.782088
0.192187,114.195851,115.305386,2.087829,0.001784,0.629122,134.389586,115.305386,96.221185,-6.165454,94.680449,25.121035,54.490735,65.903435,88.221899,51.237011,37.773154
0.99282,93.615883,69.62224,1.381293,-0.000121,0.961411,54.515517,69.62224,84.728963,5.950306,79.457311,-6.377056,30.528476,41.165199,53.550375,42.425219,55.832553
0.172033,158.850446,175.641915,1.289097,0.001443,0.638293,198.85013,175.641915,152.4337,-11.177866,157.764199,-0.249008,51.993582,61.56946,80.399834,91.765014,95.869918
0.99549,83.17836,55.616437,1.376673,-0.000114,0.956066,39.327357,55.616437,71.905517,6.741324,65.148227,-6.220332,30.995318,41.55584,53.69315,32.355334,49.271265
0.156508,78.700968,57.592247,1.165364,0.001195,0.679621,87.180933,57.592247,28.00356,-15.176926,14.4371,-5.2622,52.291073,59.067103,70.121564,-9.382981,2.167969
0.982257,86.081801,61.139933,2.184368,-0.000012,1.011381,33.381815,61.139933,88.898051,15.018353,84.993394,20.67639,58.44443,76.60233,106.630409,43.826398,58.685895
0.190271,93.87874,87.163289,1.488135,0.001505,0.5776,114.616304,87.163289,59.710273,-4.795872,54.089523,8.253087,50.608103,59.181186,74.952498,22.049322,-1.57259
0.190075,87.558961,78.389567,1.487779,0.001503,0.577876,105.319277,78.389567,51.459857,-4.763774,44.708223,8.265897,50.738087,59.203829,74.659844,15.463061,-9.390455
1.009917,540.146195,685.401567,2.787574,0.000461,1.021645,709.949972,685.401567,660.853162,12.343477,734.048898,36.393949,47.758889,74.168056,127.23864,502.768677,609.449991
0.274644,2969.605271,4060.502859,2.148359,0.001553,0.454815,4383.858565,4060.502859,3737.147153,-17.178564,4235.851856,17.793785,-5.152905,51.068454,206.654519,2957.072833,4025.212923
1.031496,622.05536,800.831993,2.755346,0.000536,0.978046,834.570878,800.831993,767.093107,16.357512,856.650177,36.644107,46.615679,74.590096,132.350679,588.578366,797.271843
1.048461,267.246583,310.072242,2.074439,0.000439,0.898587,323.440095,310.072242,296.704389,6.547072,321.163134,13.656771,8.401446,20.178795,36.152264,220.313091,263.39401
1.022635,167.980899,175.105761,1.541273,0.000061,0.885019,174.989638,175.105761,175.221885,9.638006,184.059934,-0.36119,19.349525,29.997039,43.060314,119.977016,140.235796
1.00943,217.044209,237.786732,1.549731,0.000043,0.909186,254.520894,237.786732,221.05257,8.875004,235.084964,-0.367034,23.13653,34.791305,50.426912,155.128138,189.472566
0.191704,188.252771,211.155511,1.424037,0.001599,0.58342,266.650735,211.155511,155.660287,-8.222995,161.754569,4.927662,42.852392,50.814698,65.545132,99.18924,94.289808
1.003211,116.951384,101.673889,1.354456,-0.000024,0.945147,91.654852,101.673889,111.692927,3.177955,109.868817,-8.303985,19.779733,28.748265,37.283677,65.871748,80.844723
1.019012,713.195352,924.740438,1.568748,0.000251,0.897618,987.44495,924.740438,862.035927,8.915719,964.001717,-0.64565,21.107916,42.468822,85.854735,665.39683,808.672599
0.185766,160.564956,174.479444,1.421347,0.001627,0.595857,219.893408,174.479444,129.06548,-7.043436,131.777044,5.32327,49.157916,57.993201,74.710919,76.533386,70.566575
0.203527,107.115615,105.161897,1.460489,0.001612,0.555783,138.150367,105.161897,72.173426,-7.455892,68.096734,6.349795,38.561303,45.000934,55.699077,34.401109,11.199797
0.165182,108.372102,104.945273,2.033203,0.001459,0.685123,120.757066,104.945273,89.13348,-3.76741,86.05397,24.491154,74.546643,89.244612,119.394224,40.295317,37.287903
0.984835,351.353708,422.346644,2.16481,0.000176,1.015196,437.030327,422.346644,407.662962,13.56646,446.30702,19.144506,54.891835,76.894364,118.123378,297.890329,356.114688
0.992377,272.924604,321.874526,2.167615,0.000193,1.002567,304.601038,321.874526,339.148013,12.571229,369.509596,18.847008,50.963609,71.755459,109.880049,243.890112,292.854572
0.973604,71.815555,41.10196,1.556026,-0.000266,0.979481,17.685727,41.10196,64.518193,11.84671,57.249493,1.232298,49.398746,63.775656,85.062749,23.823749,28.143752
0.206358,105.838562,98.753233,1.825844,0.001831,0.632182,127.908732,98.753233,69.597734,-18.41358,62.061053,12.566507,25.949197,30.542196,36.122227,32.569393,25.04663
0.998328,67.822527,35.396784,2.122812,0.000097,0.990194,10.827286,35.396784,59.966281,13.242826,52.068453,18.095848,48.125301,63.770982,87.520095,22.950783,33.382063
1.029616,69.732766,37.049698,2.072405,0.000228,0.930794,25.616752,37.049698,48.482643,7.940218,38.858172,14.507019,20.136697,30.204095,40.40854,19.924075,30.689911
1.002376,120.05652,105.591135,1.307379,-0.000015,0.95276,94.741453,105.591135,116.440818,1.106426,114.841972,-10.516042,16.962524,25.314895,32.394566,69.430816,86.416893
0.176081,169.112103,173.878593,1.179181,0.00128,0.646617,246.276206,173.878593,101.48098,-17.234842,97.115874,-5.808769,36.668089,41.080074,46.641549,52.987873,121.38395
0.185433,146.59921,157.729897,1.205715,0.001566,0.623874,183.590292,157.729897,131.869503,-17.080598,133.573929,-5.021875,34.189144,39.832483,49.008224,78.042777,73.078517
0.176964,127.495601,120.87131,1.180747,0.001337,0.642774,175.293569,120.87131,66.449051,-17.200884,57.833162,-5.701431,36.705359,40.928645,45.9372,25.140873,63.6052
1.010116,317.551468,380.5721,1.317379,0.00007,0.941321,384.037182,380.5721,377.107018,0.371498,411.417515,-10.865519,12.915877,24.734414,41.982356,277.585497,333.334896
0.183399,288.476717,352.701097,1.827602,0.001691,0.679864,385.984657,352.701097,319.417536,-15.724529,346.031096,13.388067,45.507126,57.702221,83.351189,226.336518,258.091473
0.162303,90.123572,79.364667,1.984247,0.001444,0.69673,91.501408,79.364667,67.227925,-5.655669,60.715604,22.330515,73.1855,87.119256,115.279007,22.282578,17.764424
0.162252,88.543525,77.170963,1.984161,0.001443,0.696803,89.176223,77.170963,65.165703,-5.648282,58.370546,22.333583,73.217806,87.124674,115.205477,20.636121,15.8105
0.169548,298.002074,367.046749,1.993893,0.001527,0.686173,399.861491,367.046749,334.232007,-6.332461,364.271038,21.99707,69.111118,86.484814,124.732996,235.569106,270.671468
1.016903,974.203954,1286.842611,2.745509,0.000614,1.019309,1347.059954,1286.842611,1226.625267,9.691684,1377.173526,33.337419,42.436968,76.580363,152.215176,952.655464,1186.137645
0.208366,125.170588,130.790423,1.441286,0.001685,0.548823,164.048453,130.790423,97.532394,-8.766549,96.935088,5.215849,33.934051,39.900035,49.661203,55.2845,40.969157
0.076613,514.969804,637.736917,2.802468,1.000683,0.88118,722.328458,637.736917,553.145375,3.201531,609.899313,28.03321,7.977392,33.212175,107.371863,479.160676,552.08268
0.859795,642.472359,802.856963,2.887548,0.998979,1.286158,836.641365,802.856963,769.072561,23.863753,854.256186,22.713879,17.912617,54.712138,149.861811,646.906598,797.61946
0.19503,267.75917,325.186029,1.316035,0.001667,0.595213,369.66714,325.186029,280.704919,-14.59333,303.380055,-0.95798,32.340532,40.262542,55.890527,198.520246,208.062079
1.030592,169.335463,171.517053,2.06127,0.000311,0.932017,178.483231,171.517053,164.550874,2.908228,169.568367,12.159543,8.477333,17.845273,27.027135,113.748795,134.796028
0.17821,393.052383,501.030784,2.002866,0.00168,0.673886,535.777512,501.030784,466.284057,-8.50935,514.600688,21.202753,61.560946,79.769413,121.011055,341.805313,408.387442
0.197982,101.523139,88.865148,1.198123,0.001571,0.600992,135.647996,88.865148,42.0823,-19.06935,30.781729,-5.9329,21.926697,23.390324,21.678386,9.546329,21.539025
1.016156,419.711081,501.156766,1.377197,0.000052,0.913585,589.40227,501.156766,412.911263,2.522527,450.128206,-8.156243,6.207535,15.994363,27.895356,309.855757,402.494628
0.173583,295.752609,363.616384,1.989989,0.001598,0.680471,396.958244,363.616384,330.274524,-9.581378,359.44003,20.619309,60.319906,75.903913,109.829762,233.567188,291.967969
0.197653,410.86307,506.526663,1.430352,0.001674,0.573238,625.944689,506.526663,387.108636,-11.165137,422.741679,3.808035,30.563845,38.948466,55.773857,286.346817,291.257506
0.193553,69.097118,47.295063,1.195243,0.001566,0.607844,79.177479,47.295063,15.412647,-18.570476,0.807977,-5.774652,25.656216,27.63329,27.084393,-12.597136,-21.978263
0.88134,553.209901,667.082596,2.913373,0.999048,1.232153,743.623149,667.082596,590.542044,19.756584,649.495379,22.269988,-8.930086,19.291435,92.067896,512.249733,590.674396
1.028709,150.50523,148.351965,2.05021,0.000291,0.937949,143.366425,148.351965,153.337506,4.817516,157.42318,12.533464,14.914115,25.51652,37.698539,103.520804,123.429695
0.174229,262.764822,310.92225,1.96603,0.001638,0.683532,365.087384,310.92225,256.757117,-8.167084,274.910339,20.575039,61.800601,76.032424,105.882852,175.652414,181.391872
0.212151,452.144734,565.378003,1.407656,0.001621,0.540413,689.112089,565.378003,441.643917,-7.806253,486.326233,4.198945,30.944398,40.322175,60.115387,330.307254,438.430097
0.215468,357.550638,438.209817,1.986958,0.001938,0.594271,531.417795,438.209817,345.001838,-8.669017,375.700925,20.8303,36.230679,46.948923,68.783576,253.679642,268.771374
1.008106,308.899209,364.27529,2.087638,0.00029,0.982164,379.110202,364.27529,349.440379,13.820124,380.657445,16.853009,45.948171,65.350157,99.912531,254.093421,296.591564
1.004126,376.857385,458.045955,2.083895,0.000307,0.991653,477.689564,458.045955,438.402346,12.467832,481.417345,16.140031,45.504699,66.153299,104.312163,324.410131,376.066423
0.175539,98.186862,83.43301,1.18021,0.001357,0.644006,124.838104,83.43301,42.027915,-16.988002,30.42156,-5.595992,38.211798,42.566381,47.823081,5.350962,23.514776
0.176086,106.533648,100.084502,1.18699,0.001508,0.642437,126.093709,100.084502,74.075296,-16.691398,67.423618,-5.319181,39.486069,44.993217,53.384108,30.636552,18.654522
0.980095,377.917129,458.130707,2.072601,0.000102,1.036104,473.039366,458.130707,443.222047,10.719247,485.981328,15.246431,53.716374,75.721596,117.186396,324.925812,392.851092
0.171937,224.407581,265.088294,1.95822,0.001521,0.685478,290.966984,265.088294,239.209605,-8.203693,255.984445,20.31728,64.413023,79.322548,110.987297,160.499811,181.633231
0.191474,70.615418,49.121416,1.193546,0.001544,0.611922,81.301745,49.121416,16.941087,-18.382749,2.49468,-5.748722,27.135048,29.383196,29.492014,-11.759641,-19.269613
0.175948,98.44143,91.078691,1.222034,0.001493,0.638541,110.470905,91.078691,71.686477,-15.081651,65.26878,-3.659127,42.676998,48.998827,59.408291,28.521231,15.671107
0.181406,62.793398,38.620856,1.185641,0.001455,0.630892,65.633213,38.620856,11.608499,-17.431537,-3.620959,-5.579319,34.543014,38.076642,41.269247,-17.885869,-27.1259
0.18103,80.518945,61.198032,1.184974,0.001431,0.632529,95.866559,61.198032,26.529505,-17.446001,13.110566,-5.625037,34.52714,38.14114,41.569247,-6.02511,-2.516432
0.15744,91.37913,80.554321,1.922654,0.001426,0.713971,90.268282,80.554321,70.840361,-7.83237,64.253243,19.653309,72.652325,86.319801,113.859294,24.13468,22.689931
0.161482,206.775547,240.304582,1.928045,0.001472,0.708078,261.322451,240.304582,219.286713,-8.212968,233.027875,19.466743,70.384299,85.967606,119.125902,142.712834,163.299752
0.171871,78.103183,57.637226,1.177686,0.001345,0.650028,89.651839,57.637226,25.622612,-16.593683,11.971237,-5.484501,41.190168,45.982067,52.247018,-8.444603,-3.16723
0.169017,164.407365,167.509817,1.173619,0.001217,0.659967,236.622726,167.509817,98.396907,-16.569622,93.562384,-5.692175,41.852975,47.168291,54.898656,49.215199,116.954525
1.011492,176.935665,186.675801,1.4502,-0,0.917199,182.601782,186.675801,190.74982,7.364006,200.957536,-3.963564,22.625235,33.789471,48.212615,129.941199,163.076128
0.170685,85.798417,67.38495,1.176576,0.001325,0.652708,102.544412,67.38495,32.225487,-16.505479,19.361707,-5.489426,41.923372,46.882258,53.56822,-3.384689,7.816887
0.168952,167.490069,171.436282,1.173503,0.001212,0.660251,241.8807,171.436282,100.991865,-16.572138,96.472215,-5.700126,41.850214,47.179508,54.95083,51.277939,121.234433
1.008849,206.565652,226.02476,1.916312,0.000247,0.995304,212.486861,226.02476,239.56266,0.54263,254.236393,6.799561,20.583068,33.167247,50.762297,167.882337,213.616156
0.17075,82.715713,63.458484,1.176692,0.001329,0.652423,97.286439,63.458484,29.630529,-16.502964,16.451876,-5.481475,41.926133,46.871041,53.516046,-5.44743,3.536979
0.203493,535.963542,699.538129,1.332255,0.001718,0.582084,760.4103,699.538129,638.665958,-14.028247,710.994567,-0.765738,31.358635,44.973602,76.855611,483.595516,551.333747
0.170064,115.084103,104.686371,1.175474,0.001284,0.655412,152.495157,104.686371,56.877585,-16.529376,47.005096,-5.56496,41.897146,46.988819,54.063872,16.211348,48.476007
0.180666,263.435545,320.601304,1.252001,0.001542,0.628418,353.227323,320.601304,287.975285,-14.397756,311.538469,-2.793626,42.196777,51.97246,72.21194,200.987154,225.036328
0.165502,330.102697,378.557331,1.167384,0.000989,0.675267,519.238781,378.557331,237.875881,-16.704826,249.965773,-6.119538,41.704588,47.771203,57.703006,160.087511,346.999549
0.170799,80.403685,60.513635,1.176779,0.001332,0.65221,93.342959,60.513635,27.684311,-16.501077,14.269504,-5.475511,41.928204,46.862628,53.476915,-6.994485,0.327049
1.022652,314.77168,378.198073,1.481167,0.000166,0.896816,388.598125,378.198073,367.798022,8.909809,402.797845,-2.733868,20.85685,34.641842,56.584955,271.999257,331.574548
0.979087,683.968357,809.171254,1.432389,-0.000049,0.970506,1109.041586,809.171254,509.300922,10.953833,551.431409,-2.679831,25.071148,36.114483,49.344233,388.054893,267.502557
0.176343,80.754482,66.732064,1.221589,0.00149,0.637493,84.280858,66.732064,49.183269,-15.091674,39.718746,-3.650355,42.379849,48.304024,57.608102,10.705376,-4.97437
0.170113,112.772075,101.741522,1.175561,0.001288,0.655199,148.551677,101.741522,54.931366,-16.527489,44.822724,-5.558996,41.899216,46.980406,54.024742,14.664292,45.266076
0.171143,64.21949,39.899692,1.177388,0.001354,0.650716,65.7386,39.899692,14.060783,-16.487871,-1.007106,-5.433769,41.942697,46.803739,53.203002,-17.823874,-22.142465
0.191115,87.570289,70.716976,1.192908,0.001521,0.613488,110.220597,70.716976,31.213354,-18.396584,18.498748,-5.792452,27.119865,29.44489,29.77897,-0.414567,4.269878
0.982124,229.741876,256.169034,2.595201,0.000361,1.096241,234.28962,256.169034,278.048448,6.591062,297.217334,28.960548,53.83282,74.843942,112.36531,193.295437,239.017048
1.022895,264.963201,305.614495,2.059337,0.000367,0.951824,312.082706,305.614495,299.146284,4.764814,322.840205,12.623433,18.349743,31.79336,51.764944,218.46777,258.934787
0.191925,97.600603,83.546428,1.193351,0.001517,0.612445,127.56137,83.546428,39.531486,-18.499251,27.839803,-5.833245,26.370786,28.609196,28.757769,6.386277,17.895229
1.033903,248.694223,284.906481,2.018743,0.000343,0.933588,286.608056,284.906481,283.204905,3.03577,304.983062,10.711704,10.027886,21.706319,37.397086,207.309436,253.609074
1.02828,173.323918,179.557482,2.015194,0.000271,0.942418,176.176172,179.557482,182.938792,2.873845,190.719813,10.708404,11.736979,22.066812,33.796709,127.038047,156.41827
1.029286,182.42602,192.638081,1.954735,0.000301,0.949095,186.16195,192.638081,199.114212,0.858393,208.846645,8.072751,8.938755,18.871781,29.786401,139.581196,177.142173
0.155603,116.596267,114.970522,1.863498,0.001428,0.725885,125.155375,114.970522,104.785668,-10.313189,102.300317,16.883689,70.027456,83.527413,110.888288,50.620826,56.365355
0.200122,220.242366,255.022417,1.911937,0.001769,0.634816,302.245127,255.022417,207.799706,-15.074952,219.35598,16.296545,34.219836,42.575372,58.085527,141.747421,162.617716
0.182472,109.057008,97.654716,1.18554,0.001412,0.631225,145.00753,97.654716,50.301903,-17.658253,39.794711,-5.728488,33.021391,36.500599,39.670323,13.249117,36.504015
0.182128,125.241203,118.268659,1.184931,0.001389,0.63272,172.611889,118.268659,63.92543,-17.671459,55.071321,-5.770231,33.006897,36.559488,39.944236,24.078506,58.973529
0.197655,116.936658,108.497475,1.197543,0.00155,0.602415,161.937862,108.497475,55.057088,-19.081927,45.330881,-5.972654,21.912893,23.446409,21.939255,19.860032,42.938562
1.011056,285.199589,337.207936,1.401116,0.000082,0.928809,337.053932,337.207936,337.361939,4.153617,367.107913,-6.863872,18.56407,31.159027,50.045223,246.16609,297.436892
0.971142,624.053111,708.673971,1.361069,-0.00022,0.999899,1054.867359,708.673971,362.480583,8.481405,381.506747,-5.503435,22.17352,28.935404,30.207217,271.419234,131.177452
0.172813,81.968089,62.613747,1.17836,0.00135,0.648416,96.476666,62.613747,28.750829,-16.691319,15.492631,-5.509392,40.446611,45.123939,51.121469,-5.76924,1.898306
1.005663,115.935273,100.769472,1.344037,-0.000017,0.942238,89.230937,100.769472,112.308007,2.40556,110.566119,-8.927743,17.325457,25.85449,33.352818,66.709668,82.686641
0.172469,98.152284,83.22769,1.177751,0.001327,0.64991,124.081024,83.22769,42.374356,-16.704525,30.769241,-5.551134,40.432117,45.182828,51.395382,5.060149,24.36782
0.974516,373.428624,459.042593,1.970264,0.000124,1.063073,442.344111,459.042593,475.741075,5.759232,522.895274,10.187349,51.216718,73.454111,115.974324,348.715145,424.976038
0.179323,209.233357,225.196401,1.180951,0.001264,0.642445,315.639296,225.196401,134.753507,-17.645512,134.480095,-5.971942,33.671775,37.7373,42.556743,80.191252,175.885354
0.18153,105.192102,92.678195,1.184866,0.001407,0.632838,138.182703,92.678195,47.173686,-17.560616,36.273317,-5.703597,33.764948,37.358727,40.795872,10.573753,31.438479
0.182413,63.5756,39.670912,1.186432,0.001464,0.628995,67.200066,39.670912,12.141758,-17.526658,-3.009395,-5.596259,33.802217,37.207298,40.091524,-17.273246,-26.340271
0.181449,109.045482,97.586276,1.184721,0.001402,0.633194,144.75517,97.586276,50.417383,-17.563761,39.910605,-5.713536,33.761497,37.372748,40.861089,13.152179,36.788363
0.182266,70.511684,48.505459,1.186171,0.001455,0.629635,79.030506,48.505459,17.980412,-17.532318,3.537724,-5.614149,33.796006,37.232536,40.208915,-12.632079,-16.71048
0.182282,69.741008,47.523843,1.1862,0.001456,0.629564,77.716013,47.523843,17.331673,-17.531689,2.810266,-5.612161,33.796696,37.229731,40.195872,-13.147764,-17.780457
0.181122,124.459001,117.218603,1.184141,0.001381,0.634617,171.045035,117.218603,63.392171,-17.576338,54.459757,-5.753291,33.747694,37.428833,41.121959,23.465883,58.1879
0.18001,176.864967,183.968515,1.182169,0.001309,0.639456,260.430578,183.968515,107.506452,-17.6191,103.926875,-5.888457,33.700762,37.619521,42.008916,58.532475,130.946326
0.181678,98.256018,83.843648,1.185127,0.001417,0.632197,126.352264,83.843648,41.335031,-17.554957,29.726198,-5.685708,33.77116,37.333488,40.678481,5.932587,21.808687
0.180304,162.992799,166.299421,1.182691,0.001328,0.638175,236.769699,166.299421,95.829142,-17.60778,90.832638,-5.852677,33.713185,37.569045,41.774134,49.250141,111.686742
0.181498,106.733454,94.641427,1.184808,0.001405,0.63298,140.81169,94.641427,48.471165,-17.561874,37.728232,-5.707573,33.763568,37.364335,40.821959,11.605124,33.578432
0.18122,119.834945,111.328905,1.184315,0.001387,0.63419,163.158076,111.328905,59.499735,-17.572564,50.095011,-5.741364,33.751835,37.412007,41.043698,20.371772,51.768039
0.177247,307.109204,349.861677,1.177269,0.00113,0.651483,482.579942,349.861677,217.143412,-17.725376,226.867213,-6.224384,33.584123,38.093438,44.213266,145.683269,311.772414
0.181857,89.778583,73.045868,1.185446,0.001428,0.631414,111.892838,73.045868,34.198898,-17.548039,21.724164,-5.663842,33.778751,37.302642,40.535002,0.26005,10.038942
0.18068,145.267252,143.722245,1.183358,0.001352,0.636538,206.536354,143.722245,80.908136,-17.593317,74.101113,-5.806959,33.729059,37.504547,41.474133,37.389382,87.077275
0.176284,560.471204,730.626085,1.860311,0.001779,0.701941,780.012572,730.626085,681.239597,-13.43377,757.591634,14.753641,56.95826,77.146212,124.527813,511.580966,593.445908
0.167599,86.534514,68.161247,1.174089,0.001294,0.658684,103.101826,68.161247,33.220668,-16.222631,20.436846,-5.446556,44.143001,49.501509,57.153564,-3.159817,9.739908
0.198342,84.568268,67.269588,1.198761,0.001594,0.599426,106.729144,67.269588,27.810033,-19.055515,14.777661,-5.889169,21.941881,23.328631,21.391429,-1.798745,-2.000466
1.020405,124.958776,113.336293,1.318313,0.000094,0.916141,106.270644,113.336293,120.401943,-0.666551,119.674995,-10.927023,3.431828,9.437917,10.91981,75.942766,96.955278
1.018505,355.221997,429.013858,1.369538,0.000135,0.91878,453.441228,429.013858,404.586489,1.96731,442.622599,-8.717037,9.622287,21.163963,37.774139,301.512708,354.325756
1.018433,341.19407,413.621739,1.346566,0.000121,0.922109,422.074291,413.621739,405.169188,0.606976,443.616928,-9.957454,8.443126,19.982382,36.747661,301.478943,360.276369
0.035998,80.856805,44.564116,1.383231,0.99998,0.87494,62.037851,44.564116,27.090381,-3.116115,12.24348,-15.13619,6.375058,19.84079,63.476527,53.700761,28.096124
0.143493,121.795737,122.599699,1.188851,0.001228,0.70738,134.014629,122.599699,111.184768,-12.335498,109.675995,-3.579098,67.160255,78.473538,101.177997,53.458406,55.127137
0.197609,651.181618,826.844152,1.793238,0.001857,0.659158,989.187475,826.844152,664.500829,-19.080497,734.182834,10.810432,25.555547,37.393756,63.461052,506.483563,546.666844
0.152427,104.860346,97.43599,1.767055,0.001415,0.744582,105.491007,97.43599,89.380972,-14.23132,83.863194,12.510492,65.621301,77.686506,101.459128,37.664071,44.210975
0.98275,312.358974,370.420457,1.885812,0.000039,1.053809,362.510625,370.420457,378.33029,3.256797,411.419604,6.806206,41.888212,60.367636,93.046164,272.795595,340.760439
0.192811,152.341648,153.378068,1.192931,0.001461,0.613561,221.395113,153.378068,85.361023,-18.732885,79.257507,-6.00428,24.841571,27.063999,27.302323,43.1938,93.294889
0.180942,711.852397,866.031535,1.171879,0.000692,0.665226,1175.717232,866.031535,556.345838,-19.189433,607.391739,-7.447377,24.340506,29.09988,36.771896,417.581235,870.098083
0.177896,83.567071,64.919178,1.1824,0.001397,0.638718,100.367452,64.919178,29.470905,-17.165039,16.368078,-5.58813,36.744698,40.768803,45.193722,-4.253182,2.616519
0.176964,127.495601,120.87131,1.180747,0.001337,0.642774,175.293569,120.87131,66.449051,-17.200884,57.833162,-5.701431,36.705359,40.928645,45.9372,25.140873,63.6052
0.184296,71.305412,49.623955,1.187781,0.001474,0.62577,80.849719,49.623955,18.398191,-17.721931,4.033394,-5.646042,32.315103,35.491042,37.840425,-11.922519,-16.209199
0.18428,72.076088,50.605571,1.187752,0.001472,0.625841,82.164212,50.605571,19.04693,-17.72256,4.760851,-5.64803,32.314413,35.493847,37.853468,-11.406834,-15.139222
0.18428,72.076088,50.605571,1.187752,0.001472,0.625841,82.164212,50.605571,19.04693,-17.72256,4.760851,-5.64803,32.314413,35.493847,37.853468,-11.406834,-15.139222
0.18428,72.076088,50.605571,1.187752,0.001472,0.625841,82.164212,50.605571,19.04693,-17.72256,4.760851,-5.64803,32.314413,35.493847,37.853468,-11.406834,-15.139222
0.183289,70.52321,48.573899,1.18699,0.001465,0.627667,79.282866,48.573899,17.864932,-17.62681,3.42183,-5.629102,33.055899,36.360387,39.018148,-12.535142,-16.994828
0.189289,366.601092,426.335852,1.185689,0.001177,0.631376,587.076604,426.335852,265.5951,-19.002198,281.374832,-6.571823,23.909597,26.97143,29.737646,186.651215,390.464106
1.019027,233.481581,251.476015,1.893445,0.000246,0.975269,282.977773,251.476015,219.974258,-1.642824,230.301474,5.365782,7.392949,16.321257,24.546656,155.766556,192.935324
0.186342,71.328464,49.760834,1.18942,0.001493,0.621834,81.354439,49.760834,18.16723,-17.910916,3.801606,-5.675947,30.83489,33.746745,35.458891,-11.728644,-16.777895
1.023202,271.960443,310.86601,1.885061,0.000282,0.97039,325.965744,310.86601,295.766276,-2.480548,317.221631,4.64074,5.721185,15.938553,28.001737,215.920648,264.694465
0.192612,65.232212,42.318542,1.194569,0.001561,0.609456,72.352652,42.318542,12.284431,-18.472839,-2.713417,-5.749761,26.399773,28.491418,28.209942,-15.2725,-27.043799
1.029328,283.63857,324.604696,1.887492,0.000273,0.955099,351.355817,324.604696,297.853575,-3.228897,319.451345,4.422654,-0.259914,8.688303,17.656079,219.061705,290.028633
0.189019,89.859265,73.524946,1.191182,0.001498,0.617637,113.659357,73.524946,33.390534,-18.209486,20.912908,-5.76851,28.598007,31.1976,32.199635,0.938613,8.048505
0.188365,120.686304,112.789599,1.190022,0.001455,0.620484,166.239089,112.789599,59.34011,-18.23464,50.011213,-5.84802,28.5704,31.30977,32.721374,21.56602,50.847579
-0.018693,-1.621522,-1.720777,2.005106,-0.00015,0.034651,-6.71797,-1.720777,3.276415,1.871783,3.009679,32.680852,-1.306975,-1.799387,-3.050208,-0.075195,141.250359
-0.016642,-1.34906,-3.221326,3.757487,-0.000103,0.061826,-7.241764,-3.221326,0.799112,0.97479,0.112671,83.936841,-5.680645,-3.089198,2.168916,3.923787,369.098598
-0.009911,-0.534665,-1.209955,0.971134,-0.00003,0.023221,-8.422482,-1.209955,6.002571,1.01759,8.266923,1.199189,1.687397,-1.090088,-6.740592,-5.497411,547.039592
-0.013606,-1.713959,-1.515038,0.9617,-0.000066,0.03141,-8.743679,-1.515038,5.713604,1.343304,5.818151,1.50116,1.026323,-1.403496,-6.786773,-2.637737,84.643562
-0.012913,-1.492841,-1.457835,0.963469,-0.000059,0.029874,-8.683455,-1.457835,5.767785,1.282233,6.277296,1.44454,1.150274,-1.344732,-6.778114,-3.173926,171.342818
-0.010373,-0.682077,-1.248091,0.969955,-0.000035,0.024245,-8.462631,-1.248091,5.96645,1.058305,7.960826,1.236935,1.604763,-1.129264,-6.746364,-5.139952,489.240088
-0.013263,-1.604671,-1.486765,0.962574,-0.000062,0.030651,-8.713913,-1.486765,5.740383,1.31312,6.045085,1.473176,1.087586,-1.374452,-6.782493,-2.90275,127.494918
-0.009983,-0.55754,-1.215873,0.970951,-0.000031,0.02338,-8.428712,-1.215873,5.996966,1.023908,8.219425,1.205046,1.674575,-1.096167,-6.741488,-5.441944,538.070704
-0.013192,-1.581797,-1.480848,0.962757,-0.000062,0.030492,-8.707683,-1.480848,5.745988,1.306802,6.092583,1.467318,1.100409,-1.368373,-6.781597,-2.958218,136.463807
