@relation 'bookkeeperdataset-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.GreedyStepwise -B -T -1.7976931348623157E308 -N -1 -num-slots 1'

@attribute AVG_Churn numeric
@attribute AVG_ChgSet numeric
@attribute WeightedAge numeric
@attribute Buggy {NO,YES}

@data
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,45,97,YES
1,45,97,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
3,41,103,YES
6,41,103,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,41,103,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,45,97,YES
0,41,103,YES
0,0,0,NO
21.666666,19,101.95522,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
65.333336,6,100.71639,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,13,103,NO
0,0,0,NO
0,41,103,YES
1,45,97,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
2,45,97,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
3,41,103,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
6,45,97,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
62,13,103,NO
8,13,103,NO
0,0,0,NO
1,13,103,NO
2.5,29,100.42857,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,41,103,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
19,41,103,YES
24,5,95,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
38,41,103,YES
-1.5,23,103,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,13,103,NO
47,13,103,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-1.5,25.5,82,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
-11,8,72,NO
8,24.5,68.545456,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,43,67.42857,YES
-0.25,23.5,67,YES
0,0,0,NO
4,41,70,YES
0,41,68,YES
0,0,0,NO
0,3,63,YES
0,0,0,NO
0,0,0,NO
2,41,68,YES
0,0,0,NO
0,41,68,YES
1,41,68,YES
0,0,0,NO
5,41,65,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-6,7,53,YES
-5,4,0,YES
1,45,52,YES
0,0,0,NO
3,43,56.8,YES
3,41,58,YES
1,45,52,YES
2,45,52,YES
0,0,0,NO
0,0,0,NO
2,45,50,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
2,45,48,YES
2,45,48,YES
0,0,0,NO
2,45,47,YES
0,0,0,NO
1,41,53,YES
8,41,53,YES
2,45,47,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-5.333334,17.333334,48.64706,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
2,4,45,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,2,43,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
7,41,45,YES
0,0,0,NO
53,4,36,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
3,10,31,NO
1,45,30,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,43,34.285713,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,13,33,NO
2,45,26,YES
0,0,0,NO
0,0,0,NO
36,13,33,NO
9,41,32,YES
0,0,0,NO
0,45,25,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
2,4,29,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
6,22.5,28.571428,YES
3,2,27,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
16,41,29,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
2,45,19,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
-2,41,25,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
10,23,21.09091,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
36,3,22,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
3,45,15,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
8,41,20,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
2,45,13,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,41,14,YES
0,0,0,NO
1,45,8,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1.5,21.5,10.6,YES
0,0,0,NO
48,4,10,YES
0,0,0,NO
1,13,10,NO
0,0,0,NO
0,0,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
2009,102,0.501489,YES
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
622.5,100,3.514034,YES
0,159,0,NO
0,159,0,NO
0,159,0,NO
226,102,0.501104,YES
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
77,100,3.522581,YES
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
144,100,3.524306,YES
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
0,159,0,NO
189,9,2.010526,NO
156,9,2.529595,NO
303.5,9,2.009852,NO
43.5,9,2.26087,NO
0,3,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,16,130,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
23,3,120,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
10,16,130,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
16.5,9,124.65278,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
5,16,130,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,7,120,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
71,6.666666,87.53211,YES
17,8,80,NO
0,12,94,NO
-5.5,5,90.75,YES
0,0,0,NO
0,0,0,NO
1,24,81,NO
30,24,81,NO
73.5,12,84.92517,NO
0,0,0,NO
0,0,0,NO
0,7,82.44444,YES
13,8,84.70588,YES
25.6,8.8,88.36667,YES
0,0,0,NO
-9,10,70,YES
0,0,0,NO
14,6,90,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
22,5.5,74.75,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0.666667,12.333333,78,NO
2,14,60,NO
0,0,0,NO
0,16,81,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
10,13,75,YES
0,0,0,NO
0,0,0,NO
-19,17,65,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1.333333,5.666666,74.62162,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
76,3,71,YES
0,0,0,NO
74,7,63.00641,YES
1,10,52,YES
25,8,74,YES
71.5,12.5,65.05164,NO
9,14,54,NO
9.8,9.6,66.62759,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
20,4,47,NO
11.333333,6,63.5283,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
74.333336,4,58.58296,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
1,11.5,50,YES
0,8,41,NO
-2,3,44,YES
0,0,0,NO
0,17,43,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-0.333333,8.666667,53.7,YES
0,0,0,NO
15.666667,12.666667,49.615383,YES
0,0,0,NO
0,0,0,NO
12,10.5,52.585712,YES
-1,13,51,YES
-11.5,15,46,YES
19,12.666667,45.780487,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,6,34,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
130,3,41,YES
0.5,12,49,YES
39,13,45,YES
11.333333,5.666666,47.783783,YES
0,0,0,NO
0,0,0,NO
0,7,39,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
110.5,9.75,37.59827,YES
0,0,0,NO
-1,2,31,YES
0,0,0,NO
0,0,0,NO
2.666667,10.666667,34.260868,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,10,14,YES
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,17,23,NO
2,2,38,YES
4,14,17,NO
20,8,20,NO
0,0,0,NO
0,7,27,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
-4.5,14,25.470589,NO
0,0,0,NO
5,12,30,NO
0,0,0,NO
0,0,0,NO
0,3,0,NO
177,4.5,4.47191,YES
0,14,0,NO
0,14,0,NO
191.66667,6,11.109608,YES
0,3,0,NO
0,24,0,NO
0,24,0,NO
572.5,13.5,0.502176,YES
0,24,0,NO
0,24,0,NO
0,24,0,NO
0,24,0,NO
0,24,0,NO
0,24,0,NO
0,24,0,NO
0,24,0,NO
0,24,0,NO
0,24,0,NO
0,24,0,NO
270.66666,11.333333,2.086691,YES
0,24,0,NO
0,17,0,NO
71,5,2.013986,NO
0,7,0,NO
0,3,0,NO
0,13,0,NO
0,73,132,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
0,0,0,NO
